ID_cliente,Abandono,Género_cliente,Cliente_adulto_mayor,Pareja_del_cliente,Dependientes_del_cliente,Antigüedad_cliente
7619-PLRLP,0,Female,0,1,0,53
7621-VPNET,0,Female,0,1,0,42
7622-FWGEW,0,Male,1,1,0,56
7622-NXQZR,0,Male,0,0,0,28
7623-HKYRK,0,Male,0,0,1,6
7623-TRNQN,1,Male,0,0,1,1
7625-XCQRH,1,Female,0,0,0,11
7627-JKIAZ,1,Female,0,1,0,37
7629-WFGLW,0,Female,1,1,0,56
7629-WIXZF,0,Female,0,0,0,7
7632-MNYOY,1,Male,1,0,0,66
7632-YUTXB,0,Female,0,1,1,25
7633-MVPUY,0,Male,0,1,0,57
7634-HLQJR,0,Female,0,1,1,47
7634-WSWDB,0,Female,0,0,1,8
7636-OWBPG,0,Male,1,0,0,12
7636-PEPNS,0,Female,0,1,1,58
7636-XUHWW,0,Male,0,0,0,2
7638-QVMVY,1,Female,0,0,0,7
7639-LIAYI,0,Male,0,0,0,52
7639-OPLNG,0,Male,0,1,1,70
7639-SUPCW,1,Female,0,0,0,22
7641-EUYET,1,Male,1,1,1,46
7641-TQFHN,0,Male,0,0,1,39
7643-RCHXS,0,Female,0,1,1,63
7644-OMVMY,0,Male,0,1,1,0
7647-GYYKX,0,Female,0,1,1,54
7649-PHJVR,0,Male,0,0,0,11
7649-SIJJF,0,Male,0,1,0,71
7654-YWJUF,0,Male,0,1,0,43
7657-DYEPJ,1,Male,1,0,0,38
7658-UYUQS,0,Male,1,1,0,21
7660-HDPJV,1,Female,0,0,0,1
7661-CPURM,0,Male,0,0,0,19
7663-CUXZB,0,Male,0,1,0,59
7663-RGWBC,1,Male,0,0,0,1
7663-YJHSN,0,Female,0,1,0,72
7663-ZTEGJ,0,Male,0,0,1,29
7665-NKLAV,0,Female,0,1,1,36
7665-TOALD,1,Female,0,0,0,1
7665-VIGUD,0,Male,0,0,0,10
7666-WKRON,1,Female,0,0,0,39
7668-XCFYV,0,Female,1,1,0,17
7669-LCRSD,0,Male,0,1,1,12
7670-ZBPOQ,0,Female,0,1,0,58
7672-VFMXZ,0,Male,0,1,0,57
7673-BQGKU,0,Female,0,1,1,69
7673-LPRNY,0,Female,0,0,0,23
7674-YTAFD,0,Female,0,0,0,33
7675-OZCZG,1,Female,1,0,0,3
7677-SJJJK,0,Male,0,1,1,8
7682-AZNDK,0,Male,0,1,1,34
7683-CBDKJ,1,Male,0,1,1,14
7684-XSZIY,0,Male,0,1,1,72
7688-AWMDX,0,Male,0,1,0,71
7690-KPNCU,0,Male,0,1,1,64
7691-KGKGP,0,Male,0,1,1,53
7691-XVTZH,0,Female,0,1,0,68
7693-LCKZL,1,Male,0,1,1,5
7693-QPEFS,0,Male,1,0,0,52
7694-VLBWQ,1,Male,0,1,0,67
7695-PKLCZ,0,Female,0,0,0,68
7696-AMHOD,0,Female,0,1,1,49
7696-CFTAT,0,Male,0,1,1,37
7698-YFGEZ,0,Male,0,0,0,1
7703-ZEKEF,1,Male,0,0,0,23
7706-DZNKK,0,Male,0,0,0,11
7706-YLMQA,0,Female,0,0,0,70
7707-PYBBH,0,Male,0,0,0,40
7710-JSYOA,0,Female,0,1,1,69
7711-GQBZC,0,Female,0,1,1,71
7711-YIJWC,0,Male,0,1,1,61
7714-YXSMB,0,Female,0,0,0,26
7716-YTYHG,1,Female,0,1,1,48
7717-BICXI,0,Male,0,1,1,60
7718-RXDGG,0,Male,0,1,0,15
7718-UPSKJ,0,Female,0,1,0,69
7721-DVEKZ,0,Female,0,0,0,1
7721-JXEAW,1,Male,0,1,0,59
7722-CVFXN,0,Male,0,1,1,54
7722-VJRQD,0,Male,0,1,1,72
7727-SHVZV,0,Female,0,0,0,9
7729-JTEEC,0,Male,0,1,1,2
7729-XBTWX,0,Male,0,1,1,66
7730-CLDSV,0,Female,0,1,1,72
7730-IUTDZ,1,Male,0,0,0,43
7733-UDMTP,0,Female,1,0,0,57
7734-DBOAI,1,Female,0,1,1,1
7739-LAXOG,1,Female,0,1,1,32
7740-BTPUX,0,Male,1,1,0,55
7740-KKCXF,0,Male,0,1,0,51
7742-MYPGI,0,Female,0,1,1,6
7743-EXURX,1,Male,0,1,1,8
7746-AWNQW,0,Female,0,0,0,28
7746-QYVCO,0,Male,0,1,1,16
7748-UMTRK,0,Female,1,0,1,30
7750-EYXWZ,0,Female,0,0,0,12
7752-XUSCI,1,Female,0,0,0,60
7753-USQYQ,0,Male,0,0,0,55
7754-IXRMC,0,Female,0,0,0,1
7758-UJWYS,0,Male,0,1,1,34
7758-XKCBS,1,Male,0,0,0,15
7760-OYPDY,1,Female,0,0,0,2
7762-ONLJY,0,Female,0,1,1,6
7762-URZQH,1,Male,0,1,0,66
7764-BDPEE,0,Male,0,0,1,3
7765-LWVVH,0,Female,0,1,1,72
7766-CLTIC,0,Female,0,0,0,10
7767-UXAGJ,1,Male,0,0,0,1
7771-CFQRQ,0,Female,0,1,1,47
7771-ZONAT,0,Male,0,0,0,22
7774-OJSXI,1,Male,0,0,0,31
7776-QGYJC,0,Female,0,1,1,39
7776-QWNFX,1,Male,1,1,0,30
7777-UNYHB,0,Female,0,1,1,12
7779-LGOVN,1,Male,1,1,0,10
7779-ORAEL,0,Male,1,1,0,45
7780-OTDSO,1,Male,0,1,0,18
7781-EWARA,0,Male,0,1,1,70
7781-HVGMK,0,Female,0,1,1,72
7783-YKGDV,1,Female,0,0,0,12
7785-RDVIG,0,Female,0,1,1,3
7786-WBJYI,1,Female,0,0,0,4
7787-BNTZM,0,Male,0,0,0,6
7789-CRUVC,0,Female,1,1,0,61
7789-HKSBS,0,Female,1,1,0,42
7794-JASDG,0,Male,0,0,0,1
7795-CFOCW,0,Male,0,0,0,45
7797-EJMDP,0,Female,0,0,0,8
7798-JVXYM,0,Female,0,0,0,14
7799-DSEWS,0,Male,0,0,0,18
7799-LGRDP,0,Female,0,0,0,43
7801-CEDNV,0,Male,0,1,0,27
7801-KICAO,0,Female,0,0,0,18
7802-EFKNY,1,Male,0,1,0,5
7803-XOCCZ,0,Female,0,1,1,52
7808-DVWEP,0,Male,0,1,0,3
7811-JIVPF,0,Female,0,0,0,23
7812-FZHPE,1,Female,0,1,1,17
7813-TKCVO,0,Female,0,1,0,20
7813-ZGGAW,0,Male,1,0,0,31
7814-LEEVE,0,Female,0,1,0,1
7815-PDTHL,0,Male,0,0,0,35
7816-VGHTO,0,Female,0,1,1,6
7817-BOQPW,1,Female,0,0,0,2
7817-OMJNA,0,Male,0,0,0,14
7820-ZYGNY,0,Male,0,0,0,63
7821-DPRQE,0,Male,0,1,0,68
7823-JSOAG,0,Male,0,0,0,3
7824-PANSQ,0,Male,0,0,0,58
7825-ECJRF,1,Female,0,0,0,19
7825-GKXMW,1,Female,0,0,0,1
7826-VVKWT,0,Female,1,1,1,24
7831-QGOXH,1,Female,0,0,0,18
7833-PKIHD,0,Male,0,1,1,51
7838-LAZFO,0,Male,0,1,0,45
7839-NUIAA,0,Female,0,1,1,61
7839-QRKXN,1,Female,0,0,0,1
7841-FCRQD,0,Female,0,1,0,33
7841-TZDMQ,1,Male,0,0,0,2
7845-URHJN,1,Female,0,1,0,8
7850-THJMU,0,Female,0,1,1,26
7850-VWJUU,0,Female,0,0,0,23
7851-FLGGQ,1,Male,0,0,0,1
7851-WZEKY,1,Female,0,0,0,2
7852-LECYP,0,Male,1,1,0,13
7853-GVUDZ,1,Female,0,1,1,1
7853-OETYL,0,Female,0,1,0,4
7853-WNZSY,0,Male,0,0,0,1
7854-EDSSA,1,Male,0,0,0,22
7854-EKTJL,1,Female,0,0,1,2
7854-FOKSF,1,Male,0,0,0,1
7855-DIWPO,0,Female,0,0,0,21
7856-GANIL,0,Male,1,1,0,45
7858-GTZSP,0,Female,0,0,0,12
7860-KSUGX,0,Male,0,1,1,72
7860-UXCRM,0,Male,0,1,1,63
7861-UVUFT,1,Female,0,1,0,15
7868-BGSZA,0,Male,0,1,0,43
7868-TMWMZ,0,Female,1,1,0,60
7869-ZYDST,0,Male,0,1,0,31
7872-BAAZR,0,Female,0,1,1,53
7872-RDDLZ,0,Female,1,0,0,67
7873-CVMAW,0,Male,0,0,0,72
7874-ECPQJ,0,Female,0,0,1,4
7876-AEHIG,0,Female,0,0,1,51
7876-BEUTG,0,Female,0,0,0,15
7876-DNYAP,0,Female,0,1,1,69
7878-JGDKK,0,Male,0,0,0,4
7878-RTCZG,0,Female,0,0,0,1
7879-CGSFV,0,Male,0,0,0,55
7880-XSOJX,0,Male,0,0,0,4
7881-EVUAD,1,Female,0,0,0,2
7881-INRLC,1,Male,0,0,0,45
7883-ROJOC,0,Female,0,1,0,19
7890-VYYWG,1,Male,1,1,0,3
7892-POOKP,1,Female,0,1,0,28
7892-QVYKW,0,Female,0,1,1,23
7893-IXHRQ,1,Male,0,0,0,1
7895-VONWT,0,Female,0,0,0,25
7898-PDWQE,0,Male,0,1,0,71
7901-HXJVA,0,Male,0,0,0,14
7901-IIDQV,0,Male,0,0,0,24
7901-TBKJX,0,Male,1,0,0,56
7903-CMPEY,1,Male,1,1,0,1
7905-NJMXS,0,Male,1,1,0,7
7905-TVXTA,0,Female,0,0,0,5
7908-QCBCA,1,Female,0,1,0,1
7909-FIOIY,0,Female,0,1,1,19
7912-SYRQT,1,Female,0,0,0,7
7916-VCCPB,0,Female,0,1,1,16
7919-ZODZZ,0,Female,0,1,1,10
7921-BEPCI,0,Female,0,0,0,72
7921-LMDFQ,0,Male,1,0,0,51
7923-IYJWY,0,Male,1,0,0,67
7924-GJZFI,0,Female,1,1,0,25
7925-PNRGI,0,Female,0,1,1,45
7926-IJOOU,0,Male,0,0,0,1
7927-AUXBZ,1,Female,0,0,0,30
7928-VJYAB,0,Male,0,1,1,11
7929-DMBCV,0,Female,0,1,0,20
7929-SKFGK,0,Male,0,1,0,70
7931-PXHFC,1,Male,0,0,0,38
7932-WPTDS,1,Female,1,1,0,1
7938-OUHIO,1,Male,0,0,0,3
7940-UQQUG,0,Female,0,1,1,64
7941-RCJOW,0,Male,0,0,0,65
7943-RQCHR,1,Female,0,0,0,9
7945-HLKEA,0,Female,0,0,0,60
7945-PRBVF,0,Male,0,0,0,35
7950-XWOVN,0,Male,0,0,0,11
7951-QKZPL,1,Female,0,1,1,33
7951-VRDVK,0,Female,0,0,0,36
7952-OBOYL,0,Male,0,0,0,3
7954-MLBUN,0,Male,0,0,0,31
7956-XQWGU,0,Male,0,0,0,27
7957-RYHQD,1,Female,1,0,0,40
7963-GQRMY,1,Female,0,1,1,3
7963-SHNDT,0,Female,0,0,0,52
7964-VEXDG,0,Male,0,0,1,21
7964-YESJC,0,Female,0,1,0,24
7964-ZRKKG,0,Male,0,1,0,67
7966-YOTQW,0,Male,0,0,0,10
7967-HYCDE,0,Male,0,0,0,8
7968-QUXNS,0,Male,0,0,0,6
7969-AULMZ,1,Female,0,0,0,21
7969-FFOWG,0,Male,0,1,1,65
7971-HLVXI,0,Male,0,1,1,72
7973-DZRKH,0,Female,0,0,1,66
7975-JMZNT,0,Male,0,1,0,66
7975-TZMLR,0,Male,0,0,0,47
7976-CICYS,0,Male,0,0,0,4
7977-HXJKU,0,Male,0,0,1,21
7978-DKUQH,0,Female,0,1,0,25
7979-CORPM,1,Male,0,0,0,24
7980-MHFLQ,0,Female,0,1,1,72
7982-VCELR,0,Female,0,0,0,36
7989-AWGEH,0,Male,0,1,1,49
7989-CHGTL,1,Male,0,0,0,1
7989-VCQOH,0,Male,0,1,1,18
7993-NQLJE,0,Male,0,1,1,15
7993-PYKOF,1,Male,0,1,0,8
7994-UYIVZ,0,Male,0,1,0,8
7994-XIRTR,0,Male,1,0,0,54
7995-ZHHNZ,0,Male,0,1,0,42
7996-BPXHY,0,Female,0,1,1,13
7996-MHXLW,0,Female,0,0,0,66
7997-EASSD,0,Female,0,1,0,63
7998-WNZEM,0,Male,0,0,0,71
7998-ZLXWN,0,Female,0,1,0,15
8000-REIQB,1,Female,1,0,0,1
8003-EWNDZ,0,Female,0,0,0,10
8006-PYCSW,0,Female,0,0,0,2
8007-YYPWD,0,Female,0,0,0,15
8008-ESFLK,0,Female,0,1,0,53
8008-HAWED,1,Male,0,0,0,14
8008-OTEZX,0,Female,0,1,1,35
8010-EZLOU,1,Male,1,0,0,15
8012-SOUDQ,0,Female,1,0,0,43
8015-IHCGW,0,Female,0,1,1,72
8016-NCFVO,0,Male,1,0,0,55
8016-ZMGMO,0,Female,1,1,0,66
8017-LXHFA,1,Female,1,0,0,23
8017-UVSZU,0,Female,0,1,0,40
8019-ENHXU,1,Male,0,1,0,42
8020-BWHYL,1,Female,1,0,0,15
8022-BECSI,0,Male,0,0,0,22
8023-QHAIO,0,Female,1,1,0,56
8024-XNAFQ,0,Female,1,0,0,72
8028-PNXHQ,0,Male,0,1,1,62
8029-XYPWT,0,Male,1,1,0,71
8033-ATFAS,0,Female,0,1,1,39
8033-VCZGH,0,Male,0,1,0,50
8034-RYTVV,0,Female,0,0,0,55
8035-BUYVG,1,Male,0,1,0,40
8035-PWSEV,0,Female,0,0,0,6
8039-ACLPL,0,Female,0,1,1,72
8039-EQPIM,0,Male,0,1,0,69
8040-MNRTF,0,Female,0,0,0,1
8041-TMEID,0,Male,1,1,0,63
8042-JVNFH,1,Male,0,0,0,1
8042-RNLKO,0,Male,0,0,0,66
8043-PNYSD,0,Male,0,1,1,63
8044-BGWPI,0,Male,0,1,1,12
8046-DNVTL,0,Male,0,1,0,62
8048-DSDFQ,0,Male,0,0,0,1
8049-WJCLQ,0,Male,0,1,1,10
8050-DVOJX,0,Male,1,0,0,49
8050-WYBND,0,Female,0,0,1,22
8050-XGRVL,0,Female,0,1,1,62
8051-HJRLT,1,Female,1,0,0,1
8053-WWDRO,1,Female,0,1,0,6
8058-DMYRU,0,Male,1,0,0,54
8058-INTPH,1,Female,0,0,0,1
8058-JMEQO,1,Female,1,0,0,9
8059-UDZFY,0,Female,1,0,1,33
8060-HIWJJ,0,Male,0,0,0,64
8062-YBDOE,1,Male,1,0,0,1
8063-GBATB,1,Female,1,0,0,27
8063-RJYNF,1,Male,0,0,0,16
8064-RAVOH,0,Male,0,0,1,1
8065-BVEPF,0,Male,1,0,0,65
8065-QBYTO,0,Female,1,0,0,71
8065-YKXKD,1,Female,0,0,0,10
8066-POXGX,1,Female,0,0,0,13
8067-NIOYM,0,Female,0,1,1,24
8069-RHUXK,0,Female,0,1,1,67
8069-YQQAJ,0,Male,0,0,0,14
8070-AAWZP,0,Male,1,1,0,24
8071-SBTRN,0,Female,0,0,0,70
8073-IJDCM,1,Female,0,0,0,1
8075-GXIUB,0,Male,1,1,0,9
8076-FEZKJ,0,Male,0,0,0,10
8079-XRJRS,1,Male,0,1,0,65
8080-DDEMJ,1,Male,1,0,0,1
8080-POTJR,0,Female,0,0,0,30
8082-GHXOP,0,Male,0,0,1,13
8083-YTZES,1,Male,0,0,0,4
8084-OIVBS,0,Female,0,0,0,11
8085-MSNLK,0,Female,0,1,0,62
8086-OVPWV,1,Male,0,0,0,2
8087-LGYHQ,0,Male,0,0,0,9
8089-UZWLX,0,Female,1,0,0,71
8091-TTVAX,0,Male,0,1,0,58
8092-NLTGF,0,Male,0,0,0,72
8095-WANWK,0,Female,0,0,0,10
8096-LOIST,0,Female,0,0,0,19
8097-OMULG,0,Male,0,1,1,59
8097-VBQTZ,0,Male,0,0,0,54
8098-LLAZX,1,Female,1,0,0,4
8098-TDCBU,0,Female,0,1,0,42
8099-MZPUJ,0,Male,0,1,1,48
8100-HZZLJ,0,Female,0,0,1,43
8100-PNJMH,0,Male,0,1,1,68
8104-OSKWT,0,Female,0,0,0,12
8106-GWQOK,0,Male,0,1,0,38
8107-KNCIM,0,Male,1,1,0,14
8107-RZLNV,0,Male,0,1,0,72
8108-UXRQN,0,Female,0,1,1,11
8109-YUOHE,0,Male,0,0,0,17
8111-BKVDS,0,Female,0,0,0,10
8111-RKSPX,1,Male,0,0,0,4
8111-SLLHI,1,Male,1,1,0,39
8118-LSUEL,1,Male,1,0,0,23
8118-TJAFG,0,Male,0,1,1,9
8120-JDCAM,0,Male,0,1,1,4
8123-QBNAZ,0,Female,0,1,1,36
8124-NZVGJ,0,Female,0,0,0,6
8125-QPFJD,0,Female,0,1,0,72
8128-YVJRG,1,Female,0,0,0,7
8129-GMVGI,0,Female,0,1,1,56
8132-YPVBX,0,Female,0,0,0,6
8133-ANHHJ,0,Female,1,0,0,49
8138-EALND,0,Male,0,0,0,15
8143-ETQTI,0,Female,0,1,1,23
8144-DGHXP,0,Female,0,0,0,54
8146-QQKZH,0,Female,0,1,0,71
8148-BPLZQ,0,Male,0,0,0,34
8148-NLEGT,0,Female,0,1,1,42
8148-WOCMK,0,Male,0,1,1,8
8149-AIQCG,0,Male,0,0,0,39
8149-RSOUN,1,Female,0,0,0,1
8150-QUDFX,0,Male,0,0,0,2
8152-UOBNY,0,Female,1,0,0,50
8152-VETUR,0,Female,0,1,0,72
8155-IBNHG,1,Female,0,1,0,24
8158-WPEZG,0,Male,0,0,0,11
8160-HOWOX,0,Female,0,0,0,7
8161-QYMTT,0,Male,0,0,0,7
8164-OCKUJ,0,Female,0,1,1,59
8165-CBKXO,0,Male,0,1,1,66
8165-ZJRNM,0,Female,0,1,1,72
8166-ORCHU,0,Male,1,1,0,33
8166-ZZTFS,1,Female,1,1,0,66
8167-GJLRN,0,Male,0,0,0,3
8168-UQWWF,1,Female,0,0,0,11
8169-SAEJD,0,Male,1,1,0,69
8173-RXAYP,0,Female,0,1,1,24
8174-LNWMW,0,Female,0,0,0,31
8174-TBVCF,0,Female,0,1,0,70
8178-EYZUO,1,Male,0,0,0,46
8180-AKMJV,0,Female,0,0,0,1
8181-YHCMF,0,Female,0,1,1,68
8182-BJDSI,1,Female,0,0,0,28
8182-PNAGI,1,Male,0,0,0,12
8183-ONMXC,1,Female,0,0,0,2
8184-WMOFI,0,Male,0,1,1,62
8185-UPYBR,1,Male,0,1,0,6
8189-DUKMV,0,Female,0,1,0,4
8189-HBVRW,0,Female,0,0,0,53
8189-XRIKE,0,Female,1,0,0,32
8190-ZTQFB,0,Male,0,0,0,41
8191-XWSZG,0,Female,0,0,0,52
8194-PEEBY,0,Female,0,1,1,24
8197-BFWVU,0,Female,0,1,1,72
8198-RKSZG,0,Female,0,1,1,14
8199-ZLLSA,1,Male,0,0,0,67
8200-KLNYW,0,Female,0,1,0,21
8200-LGKSR,0,Male,0,1,0,71
8201-AAXCB,0,Male,0,1,1,25
8203-XJZRC,0,Male,0,0,0,1
8204-TIFGJ,0,Female,0,0,0,23
8204-YJCLA,0,Male,1,1,1,72
8205-MQUGY,0,Male,0,1,1,12
8205-OTCHB,1,Male,0,0,0,22
8205-VSLRB,0,Male,0,1,0,70
8207-DMRVL,0,Male,0,1,1,72
8207-VVMYB,0,Female,0,1,0,70
8208-EUMTE,0,Male,0,0,0,16
8212-CRQXP,0,Female,0,1,0,22
8212-DJRCH,0,Male,0,1,1,5
8213-TAZPM,0,Female,0,1,1,69
8215-NGSPE,0,Female,0,1,1,42
8216-AZUUZ,0,Female,0,1,1,42
8217-QYOHV,0,Male,0,0,0,5
8218-FFJDS,0,Female,0,1,0,72
8219-VYBVI,0,Male,0,0,1,39
8220-OCUFY,0,Female,0,0,0,21
8221-EQDGL,0,Male,0,1,0,35
8221-HVAYI,0,Male,0,1,1,35
8224-DWCKX,0,Male,1,0,0,12
8224-IVVPA,0,Female,0,0,0,27
8224-KDLKN,0,Male,0,1,1,72
8224-UAXBZ,0,Female,0,1,0,58
8225-BTJAU,1,Male,1,0,0,10
8226-BXGES,0,Male,0,1,0,64
8229-BUJHX,0,Female,0,1,1,71
8229-MYEJZ,0,Female,0,0,0,10
8229-TNIQA,1,Female,0,0,0,4
8231-BSWXX,0,Male,0,0,0,71
8232-CTLKO,0,Female,0,1,1,66
8232-UTFOZ,0,Male,0,0,0,69
8234-GSZYK,0,Male,0,0,0,43
8237-ULIXL,0,Female,0,1,0,72
8241-JUIQO,0,Female,0,0,0,61
8242-JSVBO,0,Male,0,0,0,7
8242-PDSGJ,0,Male,0,1,0,70
8242-SOQUO,0,Female,1,0,0,5
8245-UMPYT,1,Female,1,0,0,16
8246-SHFGA,0,Male,0,0,0,17
8249-THVEC,0,Male,0,1,1,51
8250-ZNGGW,0,Female,1,0,0,5
8257-RZAHR,1,Female,0,1,0,14
8258-GSTJK,1,Male,1,0,0,3
8259-DZLIZ,0,Female,0,1,1,64
8259-NFJTV,0,Female,0,1,1,7
8260-NGFNY,1,Female,0,0,0,1
8261-GWDBQ,0,Female,1,1,0,60
8262-COGGB,0,Male,0,0,0,1
8263-JQAIK,1,Male,1,0,0,2
8263-OKETD,0,Female,0,0,0,20
8263-QMNTJ,0,Male,0,1,0,72
8265-HKSOW,0,Female,0,1,1,72
8266-VBFQL,0,Male,0,0,0,4
8267-KFGYD,0,Male,0,0,1,1
8267-ZNYVZ,1,Female,0,1,0,33
8268-YDIXR,0,Male,0,1,0,56
8270-RKSAP,0,Male,0,0,0,9
8272-ONJLV,0,Male,0,0,0,12
8276-MQBYC,1,Male,1,0,0,51
8277-RVRSV,0,Female,0,1,1,33
8280-MQRQN,1,Female,0,0,0,1
8285-ABVLB,0,Female,0,1,0,70
8286-AFUYI,0,Male,0,0,0,1
8290-YWKHZ,1,Female,1,1,0,32
8292-FRFZQ,0,Female,0,0,0,39
8292-ITGYJ,0,Female,0,1,1,45
8292-TYSPY,1,Male,0,0,0,19
8294-UIMBA,0,Female,0,0,0,30
8295-FHIVV,0,Male,0,0,0,7
8295-KMENE,0,Female,0,1,1,59
8305-VHZBZ,1,Male,0,0,0,1
8309-IEYJD,0,Female,1,0,0,1
8309-PPCED,0,Female,0,1,0,72
8311-UEUAB,0,Female,0,1,1,67
8313-AFGBW,0,Male,0,1,0,47
8313-KTIHG,0,Male,0,0,0,4
8313-NDOIA,0,Female,0,0,0,24
8314-DPQHL,0,Male,0,0,0,9
8314-HTWVE,0,Female,0,1,1,7
8316-BBQAY,0,Female,0,0,0,65
8317-BVKSO,0,Male,0,0,0,14
8318-LCNBW,0,Male,0,1,0,35
8319-QBEHW,0,Male,0,0,1,26
8325-QRPZR,0,Female,0,0,0,7
8327-LZKAS,1,Female,1,1,0,43
8327-WKMIE,0,Male,0,0,0,37
8328-SKJNO,0,Male,0,0,1,23
8329-GWVPJ,0,Female,0,1,1,50
8329-IBCTI,1,Female,0,0,0,1
8329-UTMVM,0,Male,1,0,0,27
8331-ZXFOE,0,Female,0,0,0,58
8332-OSJDW,0,Male,0,1,1,12
8336-TAVKX,0,Female,1,1,0,72
8337-MSSXB,1,Female,0,0,0,14
8337-UPOAQ,1,Male,1,1,0,10
8338-QIUNR,0,Male,0,1,1,72
8344-WFMFH,0,Male,0,0,1,9
8345-MVDYC,0,Female,0,0,0,45
8347-GDTMP,0,Female,0,1,0,64
8348-HFYIV,1,Male,0,0,0,2
8348-JLBUG,0,Male,1,1,0,64
8350-NYMVI,0,Female,0,0,0,39
8356-WUAOJ,0,Female,0,1,0,1
8357-EQXFO,1,Female,0,0,0,7
8361-LBRDI,0,Female,0,0,0,58
8361-LTMKD,1,Male,1,1,0,4
8364-TRMMK,1,Female,0,0,0,3
8372-JUXUI,1,Male,0,0,1,1
8374-UULRV,0,Male,0,0,0,72
8374-XGEJJ,1,Male,1,1,0,43
8375-DKEBR,1,Female,1,0,0,1
8375-KVTHK,0,Male,0,1,0,68
8378-LKJAF,0,Male,0,1,1,38
8380-MQINP,0,Female,0,1,1,55
8380-PEFPE,1,Male,0,0,1,1
8382-SHQEH,1,Female,0,1,0,8
8383-SGHJU,0,Female,0,0,0,33
8384-FZBJK,0,Female,0,1,1,57
8387-MOJJT,1,Female,0,1,1,42
8387-UGUSU,0,Female,0,1,1,15
8388-DMKAE,0,Female,0,0,0,8
8388-FYNPZ,0,Male,0,0,0,4
8390-FESFV,0,Female,0,0,0,62
8393-DLHGA,1,Male,0,0,1,25
8393-JMVMB,0,Male,0,0,0,1
8395-ETZKQ,0,Male,1,1,1,68
8397-MVTAZ,1,Male,0,1,0,34
8398-TBIYD,0,Female,0,0,0,72
8399-YNDCH,1,Male,1,0,0,21
8400-WZICQ,0,Female,0,1,1,55
8401-EMUWF,0,Male,0,1,1,42
8402-EIVQS,0,Male,0,1,0,67
8402-OOOHJ,0,Female,0,0,0,41
8404-FYDIB,0,Male,0,0,0,26
8404-GFGCZ,0,Male,0,1,0,4
8404-VIOMB,0,Female,0,0,0,66
8404-VLQFB,0,Female,0,1,1,15
8405-IGQFX,0,Female,0,0,0,63
8406-LNMHF,0,Male,1,1,0,59
8409-WQJUX,0,Female,0,0,0,25
8410-BGQXN,0,Male,0,0,0,4
8413-VONUO,1,Male,0,0,0,2
8413-YNHNV,0,Male,0,0,0,69
8414-MYSHR,1,Male,1,0,0,5
8414-OOEEL,0,Male,0,0,1,66
8417-FMLZI,1,Male,0,1,1,6
8417-GSODA,0,Male,0,1,1,28
8421-WZOOW,0,Female,1,1,1,57
8429-XIBUM,1,Male,0,0,0,22
8430-TWCBX,0,Female,0,1,0,49
8433-WPJTV,0,Female,1,1,1,65
8433-WXGNA,1,Male,0,0,0,2
8434-PNQZX,0,Female,0,0,0,42
8434-VGEQQ,0,Male,0,1,1,61
8436-BJUMM,1,Male,0,1,1,26
8439-LTUGF,0,Male,0,0,0,10
8441-SHIPE,0,Female,0,0,0,67
8443-WVPSS,1,Male,0,1,0,10
8443-ZRDBZ,1,Male,0,0,0,4
8444-WRIDW,1,Female,1,0,0,66
8445-DNBAE,0,Male,0,0,1,1
8450-JOVAH,1,Male,0,1,1,2
8450-LUGUK,0,Female,0,1,1,37
8450-UYIBU,0,Female,1,0,0,35
8454-AATJP,0,Female,0,0,0,72
8455-HIRAQ,0,Female,0,0,0,8
8456-QDAVC,0,Male,0,0,0,19
8457-XIGKN,0,Male,0,0,0,20
8461-EFQYM,0,Female,0,0,0,38
8464-EETCQ,0,Male,0,0,0,57
8465-SBRXP,0,Male,0,1,1,38
8466-PZBLH,0,Male,0,1,1,67
8467-WYNSR,0,Male,0,0,0,22
8468-EHYJA,0,Female,0,1,0,57
8468-FZTOE,0,Female,0,1,1,72
8469-SNFFH,0,Male,0,1,0,70
8473-VUVJN,1,Male,1,0,0,1
8474-UMLNT,0,Female,0,0,0,13
8480-PPONV,0,Male,0,1,1,62
8481-YYXWG,1,Female,0,0,0,5
8485-GJCDN,1,Female,1,0,0,5
8486-AYEQH,0,Female,0,0,0,31
8490-BXHEO,0,Male,1,0,0,18
8495-LJDFO,0,Female,1,0,0,64
8495-PRWFH,0,Female,1,0,0,42
8496-DMZUK,0,Male,0,0,0,30
8496-EJAUI,1,Male,0,0,0,19
8498-XXGWA,0,Female,0,1,0,65
8499-BRXTD,0,Male,0,0,0,18
8510-AWCXC,1,Female,1,0,0,13
8510-BBWMU,0,Female,0,0,0,41
8510-TMWYB,0,Female,0,1,1,54
8512-WIWYV,0,Male,0,0,0,32
8513-OLYGY,0,Male,0,1,0,72
8514-VZHEB,0,Male,0,1,1,59
8515-OCTJS,1,Female,0,0,0,25
8519-IMDHU,1,Male,1,1,0,15
8519-QJGJD,1,Female,0,0,0,14
8532-UEFWH,0,Male,0,1,1,52
8535-SFUTN,0,Male,0,0,0,61
8540-ZQGEA,0,Female,0,1,0,54
8541-QVFKM,0,Female,0,0,0,8
8543-MSDMF,0,Male,0,0,0,3
8544-GOQSH,0,Female,0,0,0,14
8544-JNBOX,0,Male,0,0,0,72
8547-NSBBO,0,Male,0,0,0,35
8548-AWOFC,0,Male,0,1,0,66
8550-XSXUQ,0,Male,0,1,0,48
8552-OBVRU,0,Female,1,1,1,48
8559-CIZFV,1,Male,0,1,1,21
